"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Possui Apoiador/Solicitante?";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3992 - FREI ANASTACIO RIBEIRO";"0010";"Não se aplica";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202239920010";"1.000.000,00";"0,00";"0,00";"1.076.500,71";"179.644,00";"743.855,29";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2397 - HUGO LEAL";"0006";"Não se aplica";"MÚLTIPLO";"Agricultura";"Promoção da produção agropecuária";"1031 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202223970006";"1.000.000,00";"0,00";"0,00";"1.128.192,75";"9.182,69";"862.624,56";
"2022";"Emenda Individual - Transferências Especiais";"3091 - ELMAR NASCIMENTO";"0008";"Não se aplica";"EUNÁPOLIS - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202230910008";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3088 - EDUARDO BOLSONARO";"0011";"Não se aplica";"MÚLTIPLO";"Urbanismo";"infra-estrutura urbana";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00SY - APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS";"APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS - DESPESAS DIVERSAS";"202230880011";"1.000.000,00";"0,00";"0,00";"1.518.896,00";"0,00";"481.104,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4151 - JOENIA WAPICHANA";"0001";"Não se aplica";"RORAIMA (UF)";"Saúde";"Assistência aos povos indígenas";"5022 - PROTECAO, PROMOCAO E RECUPERACAO DA SAUDE INDIGENA";"20YP - PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA";"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS";"202241510001";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1935 - ATILA LIRA";"0005";"Não se aplica";"PIAUÍ (UF)";"Urbanismo";"Assistência comunitária";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"202219350005";"1.000.000,00";"485.287,10";"389.287,10";"1.094.397,62";"0,00";"127.028,18";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3796 - PAULO ROCHA";"0009";"Não se aplica";"PARÁ (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202237960009";"1.000.000,00";"305.689,17";"184.653,81";"821.624,67";"309,12";"808.758,59";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3088 - EDUARDO BOLSONARO";"0005";"Não se aplica";"SÃO PAULO (UF)";"Segurança pública";"Policiamento";"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"15F9 - APRIMORAMENTO DA INFRAESTRUTURA DA POLICIA FEDERAL";"APRIMORAMENTO DA INFRAESTRUTURA DA POLICIA FEDERAL - DESPESAS DIVERSAS";"202230880005";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências Especiais";"3075 - CLARISSA GAROTINHO";"0012";"Não se aplica";"CARDOSO MOREIRA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202230750012";"1.000.000,00";"570.000,00";"570.000,00";"430.000,00";"0,00";"430.000,00";
"2022";"Emenda Individual - Transferências Especiais";"3795 - OTTO ALENCAR";"0009";"Não se aplica";"ITAPICURU - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202237950009";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4218 - NILDA GONDIM";"0006";"Não se aplica";"MÚLTIPLO";"Comércio e serviços";"Turismo";"2223 - A HORA DO TURISMO";"10V0 - APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA";"APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA - DESPESAS DIVERSAS";"202242180006";"1.000.000,00";"19.693,80";"19.693,80";"1.374.106,80";"0,00";"586.505,60";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4117 - MARCELO NILO";"0003";"Não se aplica";"MÚLTIPLO";"Agricultura";"Promoção da produção agropecuária";"1031 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202241170003";"1.000.000,00";"0,00";"0,00";"1.060.120,00";"0,00";"939.880,00";
"2022";"Emenda Individual - Transferências Especiais";"4051 - OTONI DE PAULA";"0006";"Não se aplica";"SÃO JOÃO DE MERITI - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202240510006";"1.000.000,00";"500.000,00";"500.000,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"9204 - MARCOS DO VAL";"0014";"Não se aplica";"ESPÍRITO SANTO (UF)";"Segurança pública";"Policiamento";"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";"202292040014";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"325.070,56";"674.929,44";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4178 - RODRIGO CUNHA";"0010";"Não se aplica";"MÚLTIPLO";"Urbanismo";"infra-estrutura urbana";"2219 - MOBILIDADE URBANA";"00T1 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA";"APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA - DESPESAS DIVERSAS";"202241780010";"1.000.000,00";"0,00";"0,00";"1.960.019,00";"0,00";"39.981,00";
"2022";"Emenda Individual - Transferências Especiais";"2702 - GENECIAS NORONHA";"0004";"Não se aplica";"NOVO ORIENTE - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202227020004";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4142 - STYVENSON VALENTIM";"0009";"Não se aplica";"MÚLTIPLO";"Desporto e lazer";"Desporto comunitário";"5026 - ESPORTE";"00SL - APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE AMADOR, EDUCACIONAL, RECREATIVO E DE LAZER";"APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER - DESPESAS DIVERSAS";"202241420009";"1.000.000,00";"4.900,00";"4.900,00";"1.035.200,00";"0,00";"955.000,00";
"2022";"Emenda de Bancada";"7121 - BANCADA DO RIO GRANDE DO NORTE";"0015";"Não se aplica";"RIO GRANDE DO NORTE (UF)";"Agricultura";"Promoção da produção agropecuária";"1031 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202271210015";"1.000.000,00";"0,00";"0,00";"1.141.700,00";"0,00";"858.300,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2726 - ARTHUR LIRA";"0004";"Não se aplica";"BARRA DE SÃO MIGUEL - AL";"Comércio e serviços";"Turismo";"2223 - A HORA DO TURISMO";"10V0 - APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA";"APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA - DESPESAS DIVERSAS";"202227260004";"1.000.000,00";"3.500,00";"3.500,00";"1.013.780,62";"0,00";"979.219,38";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4082 - LEILA BARROS";"0011";"Não se aplica";"DISTRITO FEDERAL (UF)";"Cultura";"Difusão cultural";"5025 - CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202240820011";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências Especiais";"1968 - GIACOBO";"0009";"Não se aplica";"MARIÓPOLIS - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202219680009";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3805 - WELLINGTON FAGUNDES";"0012";"Não se aplica";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"2204 - BRASIL NA FRONTEIRA DO CONHECIMENTO";"212H - MANUTENCAO DE CONTRATO DE GESTAO COM ORGANIZACOES SOCIAIS (LEI N. 9.637, DE 15 DE MAIO DE 1998)";"MANUTENCAO DE CONTRATO DE GESTAO COM ORGANIZACOES SOCIAIS (LEI N. 9.637, DE 15 DE MAIO DE 1998) - DESPESAS DIVERSAS";"202238050012";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"9103 - LUIS MIRANDA";"0003";"Não se aplica";"Nacional";"Cultura";"Difusão cultural";"5025 - CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202291030003";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"4072 - TITO";"0008";"Não se aplica";"SÍTIO DO MATO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202240720008";"1.000.000,00";"500.000,00";"500.000,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"9162 - ROBERIO MONTEIRO";"0016";"Não se aplica";"FRECHEIRINHA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202291620016";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2836 - FABIO TRAD";"0008";"Não se aplica";"MÚLTIPLO";"Comércio e serviços";"Turismo";"2223 - A HORA DO TURISMO";"10V0 - APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA";"APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA - DESPESAS DIVERSAS";"202228360008";"1.000.000,00";"3.500,00";"3.500,00";"1.000.340,92";"960.019,00";"32.640,08";
"2022";"Emenda Individual - Transferências Especiais";"2152 - BETO FARO";"0012";"Não se aplica";"CASTANHAL - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202221520012";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3228 - IVAN VALENTE";"0021";"Não se aplica";"SÃO PAULO (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"4002 - ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR";"ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202232280021";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3908 - ALEXANDRE PADILHA";"0005";"Não se aplica";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"5026 - ESPORTE";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202239080005";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda de Bancada";"7111 - BANCADA DO MARANHAO";"0002";"Não se aplica";"MARANHÃO (UF)";"Transporte";"Transporte rodoviário";"3006 - TRANSPORTE TERRESTRE E TRANSITO";"219Z - CONSERVACAO E RECUPERACAO DO PATRIMONIO DA UNIAO";"CONSERVACAO E RECUPERACAO DE ATIVOS DE INFRAESTRUTURA DA UNIAO - DESPESAS DIVERSAS";"202271110002";"1.000.000,00";"978.460,02";"978.460,02";"21.539,98";"8.414,96";"13.125,02";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2737 - ANTONIO BRITO";"0008";"Não se aplica";"BAHIA (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5015 - JUSTICA";"20I7 - PROMOCAO DA POLITICA NACIONAL DE JUSTICA";"PROMOCAO DA POLITICA NACIONAL DE JUSTICA - DESPESAS DIVERSAS";"202227370008";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1407 - ODAIR CUNHA";"0003";"Não se aplica";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202214070003";"1.000.000,00";"195.007,83";"132.952,83";"867.047,17";"0,00";"867.047,17";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3067 - CARLOS GOMES";"0001";"Não se aplica";"MÚLTIPLO";"Desporto e lazer";"Desporto comunitário";"5026 - ESPORTE";"00SL - APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE AMADOR, EDUCACIONAL, RECREATIVO E DE LAZER";"APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER - DESPESAS DIVERSAS";"202230670001";"1.000.000,00";"15.848,00";"15.848,00";"1.013.304,00";"0,00";"955.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4186 - EDUARDO GOMES";"0010";"Não se aplica";"TOCANTINS (UF)";"Agricultura";"Promoção da produção agropecuária";"1031 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202241860010";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências Especiais";"4146 - HAROLDO CATHEDRAL";"0013";"Não se aplica";"RORAINÓPOLIS - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202241460013";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3740 - PEDRO VILELA";"0005";"Não se aplica";"MÚLTIPLO";"Desporto e lazer";"Desporto comunitário";"5026 - ESPORTE";"00SL - APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE AMADOR, EDUCACIONAL, RECREATIVO E DE LAZER";"APOIO A IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER - DESPESAS DIVERSAS";"202237400005";"1.000.000,00";"3.500,00";"3.500,00";"1.515.500,00";"0,00";"477.500,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"9048 - OSMAR TERRA";"0007";"Não se aplica";"MÚLTIPLO";"Urbanismo";"Assistência comunitária";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"202290480007";"1.000.000,00";"0,00";"0,00";"1.033.432,00";"0,00";"966.568,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1619 - ATILA LINS";"0017";"Não se aplica";"AMATURÁ - AM";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202216190017";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4155 - KIM KATAGUIRI";"0001";"Não se aplica";"SÃO PAULO (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202241550001";"1.000.000,00";"0,00";"0,00";"2.000.000,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4163 - NATALIA BONAVIDES";"0010";"Não se aplica";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"4002 - ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR";"ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202241630010";"1.000.000,00";"998.330,00";"998.330,00";"1.670,00";"0,00";"1.670,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2715 - RUY CARNEIRO";"0012";"Não se aplica";"PARAÍBA (UF)";"Desporto e lazer";"Desporto de rendimento";"5026 - ESPORTE";"20YA - APOIO A PROJETOS DE EXCELENCIA ESPORTIVA NAS FASES DE ESPECIALIZACAO E APERFEICOAMENTO";"PREPARACAO DE ATLETAS E CAPACITACAO DE RECURSOS HUMANOS PARA O ESPORTE DE ALTO RENDIMENTO";"202227150012";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4218 - NILDA GONDIM";"0008";"Não se aplica";"PARAÍBA (UF)";"Gestão ambiental";"Recursos hídricos";"2221 - RECURSOS HIDRICOS";"1851 - AQUISICAO DE EQUIPAMENTOS E/OU IMPLANTACAO DE OBRAS DE INFRAESTRUTURA HIDRICA DE PEQUENO E MEDIO VULTO";"AQUISICAO DE EQUIPAMENTOS E/OU IMPLANTACAO DE OBRAS DE INFRAESTRUTURA HIDRICA DE PEQUENO E MEDIO VULTO";"202242180008";"1.000.000,00";"0,00";"0,00";"1.017.871,76";"0,00";"982.128,24";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2737 - ANTONIO BRITO";"0012";"Não se aplica";"MÚLTIPLO";"Comércio e serviços";"Turismo";"2223 - A HORA DO TURISMO";"10V0 - APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA";"APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA - DESPESAS DIVERSAS";"202227370012";"1.000.000,00";"10.500,00";"10.500,00";"992.368,16";"0,00";"986.631,84";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3766 - SOSTENES CAVALCANTE";"0007";"Não se aplica";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202237660007";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"1.776,33";"998.223,67";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3989 - FRANCISCO JR.";"0016";"Não se aplica";"URUAÇU - GO";"Urbanismo";"infra-estrutura urbana";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00SY - APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS";"APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS - DESPESAS DIVERSAS";"202239890016";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
"2022";"Emenda Individual - Transferências Especiais";"3939 - CHARLES FERNANDES";"0002";"Não se aplica";"GANDU - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202239390002";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"2994 - SUBTENENTE GONZAGA";"0002";"Não se aplica";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202229940002";"1.000.000,00";"859.841,00";"859.841,00";"140.159,00";"0,00";"140.159,00";
"2022";"Emenda Individual - Transferências Especiais";"3795 - OTTO ALENCAR";"0003";"Não se aplica";"CAPIM GROSSO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202237950003";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"4115 - MAJOR FABIANA";"0008";"Não se aplica";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202241150008";"1.000.000,00";"500.000,00";"500.000,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"2702 - GENECIAS NORONHA";"0006";"Não se aplica";"BOA VIAGEM - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS";"202227020006";"1.000.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"1.000.000,00";
