"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Possui Apoiador/Solicitante?";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2022";"Emenda de Comissão";"5017 - COM. FINANCAS E TRIBUTACAO";"0002";"Não";"Nacional";"Administração";"Ensino superior";"0909 - OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS";"0556 - APOIO FINANCEIRO A FUNDACAO GETULIO VARGAS";"APOIO FINANCEIRO A FUNDACAO GETULIO VARGAS";"202250170002";"3.560,00";"3.560,00";"0,00";"3.560,00";"0,00";"3.560,00";
"2022";"Emenda de Relator";"8100 - RELATOR GERAL";"0305";"Não";"Nacional";"Assistência social";"Alimentação e nutrição";"5033 - SEGURANCA ALIMENTAR E NUTRICIONAL";"2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL";"AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL - DESPESAS DIVERSAS";"202281000305";"8.037,30";"8.037,30";"8.037,30";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3737 - ORLANDO SILVA";"0006";"Não se aplica";"DIADEMA - SP";"Saúde";"Vigilância epidemiológica";"5023 - VIGILANCIA EM SAUDE";"20YJ - FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE E AMBIENTE";"FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE - DESPESAS DIVERSAS";"202237370006";"10.675,00";"0,00";"0,00";"10.675,00";"0,00";"10.675,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4060 - LUIZAO GOULART";"0003";"Não se aplica";"RIO BRANCO DO SUL - PR";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202240600003";"11.268,00";"11.268,00";"11.268,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2925 - CARMEN ZANOTTO";"0004";"Não se aplica";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202229250004";"30.000,00";"28.500,00";"21.500,00";"10.000,00";"0,00";"7.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3710 - LUIZIANNE LINS";"0006";"Não se aplica";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202237100006";"30.000,00";"30.000,00";"28.000,00";"2.000,00";"0,00";"2.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4110 - JULIO CESAR RIBEIRO";"0019";"Não se aplica";"Exterior";"Relações exteriores";"Relações diplomáticas";"2216 - POLITICA EXTERNA";"20I5 - SERVICOS CONSULARES E DE ASSISTENCIA A BRASILEIROS NO EXTERIOR";"SERVICOS CONSULARES E DE ASSISTENCIA A BRASILEIROS NO EXTERIOR - DESPESAS DIVERSAS";"202241100019";"33.278,12";"33.278,12";"33.278,12";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4112 - LEDA SADALA";"0008";"Não se aplica";"AMAPÁ (UF)";"Saúde";"Assistência aos povos indígenas";"5022 - PROTECAO, PROMOCAO E RECUPERACAO DA SAUDE INDIGENA";"20YP - PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA";"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS";"202241120008";"35.825,00";"0,00";"0,00";"41.655,76";"0,00";"29.994,24";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4026 - JUNINHO DO PNEU";"0019";"Não se aplica";"CACHOEIRAS DE MACACU - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202240260019";"36.675,00";"36.675,00";"36.675,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3946 - CORONEL TADEU";"0005";"Não se aplica";"ARAÇARIGUAMA - SP";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8933 - ESTRUTURACAO DE SERVICOS DE ATENCAO AS URGENCIAS E EMERGENCIAS NA REDE ASSISTENCIAL";"ESTRUTURACAO DE SERVICOS DE ATENCAO AS URGENCIAS E EMERGENCIAS NA REDE ASSISTENCIAL - DESPESAS DIVERSAS";"202239460005";"38.206,00";"38.206,00";"38.206,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4058 - PROFESSOR ALCIDES";"0002";"Não se aplica";"AURILÂNDIA - GO";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202240580002";"38.807,00";"38.807,00";"38.807,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3702 - LEANDRE";"0007";"Não se aplica";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202237020007";"39.000,00";"37.350,00";"31.350,00";"9.300,00";"0,00";"6.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4163 - NATALIA BONAVIDES";"0003";"Não se aplica";"CRUZETA - RN";"Saúde";"Vigilância epidemiológica";"5023 - VIGILANCIA EM SAUDE";"20YJ - FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE E AMBIENTE";"FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE - DESPESAS DIVERSAS";"202241630003";"47.366,00";"0,00";"0,00";"47.366,00";"0,00";"47.366,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2858 - ALCEU MOREIRA";"0006";"Não se aplica";"RIO GRANDE DO SUL (UF)";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202228580006";"47.860,44";"0,00";"0,00";"95.720,88";"0,00";"0,00";
"2022";"Emenda de Comissão";"6002 - COM. RELACOES EXT E DEFESA NACIONAL";"0004";"Não";"Nacional";"Defesa nacional";"Desenvolvimento tecnológico e engenharia";"6012 - DEFESA NACIONAL";"14T7 - DESENVOLVIMENTO DE SISTEMAS DE TECNOLOGIA NUCLEAR DA MARINHA";"DESENVOLVIMENTO DE SISTEMAS DE TECNOLOGIA NUCLEAR DA MARINHA - DESPESAS DIVERSAS";"202260020004";"48.873,00";"0,00";"0,00";"48.873,00";"0,00";"48.873,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3779 - WALTER ALVES";"0007";"Não se aplica";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202237790007";"49.912,42";"912,42";"912,42";"49.000,00";"0,00";"49.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3974 - ELIAS VAZ";"0002";"Não se aplica";"MOIPORÁ - GO";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202239740002";"49.993,00";"49.993,00";"49.993,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3756 - ROSANGELA GOMES";"0012";"Não se aplica";"Nacional";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202237560012";"50.000,00";"50.000,00";"50.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4174 - TEREZA NELMA";"0008";"Não se aplica";"Nacional";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202241740008";"50.000,00";"50.000,00";"39.140,00";"10.860,00";"0,00";"10.860,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3086 - DULCE MIRANDA";"0003";"Não se aplica";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202230860003";"50.000,00";"49.375,00";"37.875,00";"12.125,00";"0,00";"12.125,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2449 - EFRAIM FILHO";"0009";"Não se aplica";"POÇO DE JOSÉ DE MOURA - PB";"Cultura";"Difusão cultural";"5025 - CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202224490009";"50.000,00";"0,00";"0,00";"50.000,00";"0,00";"50.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2826 - ERIKA KOKAY";"0003";"Não se aplica";"Nacional";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202228260003";"50.000,00";"45.000,00";"43.000,00";"7.000,00";"0,00";"7.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4142 - STYVENSON VALENTIM";"0015";"Não se aplica";"RIO GRANDE DO NORTE (UF)";"Comércio e serviços";"Promoção comercial";"2212 - MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"210C - PROMOCAO DO DESENVOLVIMENTO DE MICRO E PEQUENAS EMPRESAS, MICROEMPREENDEDOR INDIVIDUAL, POTENCIAL EMPREENDEDOR E ARTESANATO";"PROMOCAO DO DESENVOLVIMENTO DE MICRO E PEQUENAS EMPRESAS, MICROEEMPRENDEDOR INDIVIDUAL, POTENCIAL EMPREENDEDOR E ARTESANATO";"202241420015";"50.000,00";"0,00";"0,00";"50.000,00";"0,00";"50.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4061 - PROFESSORA ROSA NEIDE";"0005";"Não se aplica";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202240610005";"50.000,00";"50.000,00";"50.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3942 - CHRIS TONIETTO";"0001";"Não se aplica";"VASSOURAS - RJ";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202239420001";"52.593,00";"52.593,00";"52.593,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3907 - ALEXANDRE FROTA";"0009";"Não se aplica";"SÃO PAULO - SP";"Defesa nacional";"Atenção básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2E74 - ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"202239070009";"53.314,88";"52.189,34";"44.509,34";"8.805,54";"0,00";"8.805,54";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1277 - WELLINGTON ROBERTO";"0011";"Não se aplica";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO - DESPES";"202212770011";"54.141,00";"54.141,00";"54.141,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4013 - GURGEL";"0017";"Não se aplica";"APERIBÉ - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202240130017";"54.320,00";"54.320,00";"54.320,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2449 - EFRAIM FILHO";"0002";"Não se aplica";"MARCAÇÃO - PB";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202224490002";"60.088,24";"0,00";"0,00";"120.176,48";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4215 - VIVI REIS";"0001";"Não se aplica";"BELÉM - PA";"Saúde";"Vigilância epidemiológica";"5023 - VIGILANCIA EM SAUDE";"20YJ - FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE E AMBIENTE";"FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE - DESPESAS DIVERSAS";"202242150001";"66.534,00";"0,00";"0,00";"66.534,00";"0,00";"66.534,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3925 - CAMILO CAPIBERIBE";"0005";"Não se aplica";"AMAPÁ (UF)";"Organização agrária";"Reforma agrária";"1040 - GOVERNANCA FUNDIARIA";"210Z - IDENTIFICACAO, RECONHECIMENTO E TITULACAO DE TERRITORIOS QUILOMBOLAS";"RECONHECIMENTO E INDENIZACAO DE TERRITORIOS QUILOMBOLAS - DESPESAS DIVERSAS";"202239250005";"69.165,76";"49.791,53";"49.791,53";"19.374,23";"19.374,23";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3661 - HENRIQUE FONTANA";"0009";"Não se aplica";"Nacional";"Cultura";"Difusão cultural";"5025 - CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202236610009";"70.000,00";"0,00";"0,00";"70.000,00";"0,00";"70.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3942 - CHRIS TONIETTO";"0015";"Não se aplica";"Nacional";"Defesa nacional";"Defesa naval";"6012 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS";"202239420015";"70.000,00";"64.077,00";"64.077,00";"5.923,00";"0,00";"5.923,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3951 - DANIEL TRZECIAK";"0007";"Não se aplica";"Sul";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"15R4 - APOIO A EXPANSAO, CONSOLIDACAO, REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"APOIO A CONSOLIDACAO E REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202239510007";"75.000,00";"75.000,00";"75.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4192 - REINHOLD STEPHANES JUNIOR";"0005";"Não se aplica";"PIÊN - PR";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202241920005";"76.106,00";"76.106,00";"76.106,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2616 - GLAUBER BRAGA";"0011";"Não se aplica";"ARMAÇÃO DOS BÚZIOS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202226160011";"78.425,00";"0,00";"0,00";"78.425,00";"0,00";"78.425,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3694 - JORGE SOLLA";"0004";"Não se aplica";"Nordeste";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202236940004";"81.925,89";"0,00";"0,00";"81.925,89";"20.115,00";"61.810,89";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3739 - PEDRO CUNHA LIMA";"0006";"Não se aplica";"LAGOA SECA - PB";"Assistência social";"Assistência comunitária";"5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202237390006";"85.315,00";"85.315,00";"85.315,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3858 - NORMA AYUB";"0011";"Não se aplica";"JOÃO NEIVA - ES";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202238580011";"88.260,99";"0,00";"0,00";"176.521,98";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4212 - JOSIVALDO JP";"0011";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202242120011";"97.278,00";"0,00";"0,00";"97.278,00";"0,00";"97.278,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2715 - RUY CARNEIRO";"0009";"Não se aplica";"PARAÍBA (UF)";"Defesa nacional";"Defesa terrestre";"6012 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS";"202227150009";"97.366,45";"97.366,45";"97.366,45";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2442 - JOSE GUIMARAES";"0006";"Não se aplica";"BREJO SANTO - CE";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202224420006";"97.614,00";"0,00";"0,00";"97.614,00";"0,00";"97.614,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2856 - ROGERIO PENINHA MENDONCA";"0002";"Não se aplica";"SANTA CATARINA (UF)";"Agricultura";"Abastecimento";"1031 - AGROPECUARIA SUSTENTAVEL";"20Y7 - DESENVOLVIMENTO DO ABASTECIMENTO AGROALIMENTAR";"DESENVOLVIMENTO DO ABASTECIMENTO AGROALIMENTAR - DESPESAS DIVERSAS";"202228560002";"97.995,00";"5.698,00";"0,00";"97.995,00";"0,00";"97.995,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2764 - PADRE JOAO";"0005";"Não se aplica";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202227640005";"98.217,88";"9.637,88";"6.849,88";"92.093,00";"0,00";"90.643,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3992 - FREI ANASTACIO RIBEIRO";"0013";"Não se aplica";"PARAÍBA (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202239920013";"98.462,21";"53.784,87";"37.134,87";"61.327,34";"1.129,74";"60.197,60";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4082 - LEILA BARROS";"0017";"Não se aplica";"DISTRITO FEDERAL (UF)";"Defesa nacional";"Defesa terrestre";"6012 - DEFESA NACIONAL";"20XE - MANUTENCAO E MODERNIZACAO DE SISTEMAS DE COMANDO E CONTROLE DO EXERCITO";"MANUTENCAO E MODERNIZACAO DE SISTEMAS DE COMANDO E CONTROLE DO EXERCITO - DESPESAS DIVERSAS";"202240820017";"98.550,00";"98.550,00";"98.550,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3920 - BIBO NUNES";"0003";"Não se aplica";"Nacional";"Transporte";"Normatização e fiscalização";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2090 - FISCALIZACAO DOS SERVICOS E DA EXPLORACAO DA INFRAESTRUTURA DO TRANSPORTE AQUAVIARIO";"FISCALIZACAO DOS SERVICOS E DA EXPLORACAO DA INFRAESTRUTURA DO TRANSPORTE AQUAVIARIO";"202239200003";"98.600,00";"51.718,25";"51.718,25";"46.881,75";"46.881,75";"0,00";
